average-price,timestamp
158.501824,2022-05-02T08:00:00Z
158.460895,2022-05-02T08:01:00Z
158.587792,2022-05-02T08:02:00Z
158.575588,2022-05-02T08:03:00Z
158.598232,2022-05-02T08:05:00Z
158.472779,2022-05-02T08:06:00Z
158.375307,2022-05-02T08:07:00Z
158.649903,2022-05-02T08:08:00Z
158.667566,2022-05-02T08:09:00Z
158.694129,2022-05-02T08:10:00Z
158.693148,2022-05-02T08:11:00Z
158.582813,2022-05-02T08:12:00Z
158.382271,2022-05-02T08:15:00Z
158.665562,2022-05-02T08:17:00Z
158.698122,2022-05-02T08:18:00Z
158.561126,2022-05-02T08:19:00Z
158.518916,2022-05-02T08:21:00Z
158.465521,2022-05-02T08:22:00Z
158.378295,2022-05-02T08:25:00Z
158.432473,2022-05-02T08:26:00Z
158.497052,2022-05-02T08:27:00Z
158.299205,2022-05-02T08:31:00Z
158.184715,2022-05-02T08:32:00Z
158.086709,2022-05-02T08:33:00Z
158.055006,2022-05-02T08:34:00Z
158.035105,2022-05-02T08:35:00Z
158.003778,2022-05-02T08:36:00Z
158.001575,2022-05-02T08:37:00Z
158.0863,2022-05-02T08:39:00Z
158.229855,2022-05-02T08:40:00Z
158.324866,2022-05-02T08:41:00Z
158.305031,2022-05-02T08:42:00Z
158.170189,2022-05-02T08:44:00Z
157.944943,2022-05-02T08:51:00Z
157.855785,2022-05-02T08:52:00Z
157.858642,2022-05-02T08:53:00Z
157.845247,2022-05-02T08:54:00Z
157.772386,2022-05-02T08:56:00Z
157.770273,2022-05-02T08:57:00Z
157.846731,2022-05-02T08:59:00Z
157.857439,2022-05-02T09:00:00Z
157.9437,2022-05-02T09:01:00Z
157.97659,2022-05-02T09:02:00Z
158.120735,2022-05-02T09:03:00Z
158.079956,2022-05-02T09:04:00Z
158.040962,2022-05-02T09:06:00Z
158.002446,2022-05-02T09:07:00Z
157.970151,2022-05-02T09:09:00Z
158.007962,2022-05-02T09:10:00Z
158.009953,2022-05-02T09:15:00Z
158.166461,2022-05-02T09:17:00Z
158.15915,2022-05-02T09:18:00Z
158.012678,2022-05-02T09:19:00Z
158.000761,2022-05-02T09:22:00Z
158.16819,2022-05-02T09:23:00Z
158.201465,2022-05-02T09:24:00Z
158.343743,2022-05-02T09:25:00Z
158.365982,2022-05-02T09:29:00Z
158.399691,2022-05-02T09:31:00Z
158.459693,2022-05-02T09:35:00Z
158.409176,2022-05-02T09:36:00Z
158.443847,2022-05-02T09:37:00Z
158.4,2022-05-02T09:39:00Z
158.290345,2022-05-02T09:47:00Z
158.413333,2022-05-02T09:49:00Z
158.479866,2022-05-02T09:50:00Z
158.469147,2022-05-02T09:53:00Z
158.257274,2022-05-02T09:59:00Z
158.041326,2022-05-02T10:01:00Z
158.322592,2022-05-02T10:10:00Z
158.5092,2022-05-02T10:16:00Z
158.557753,2022-05-02T10:17:00Z
158.425009,2022-05-02T10:19:00Z
158.517287,2022-05-02T10:24:00Z
158.391168,2022-05-02T10:25:00Z
158.407059,2022-05-02T10:26:00Z
158.402792,2022-05-02T10:27:00Z
158.360777,2022-05-02T10:28:00Z
158.27379,2022-05-02T10:30:00Z
158.18053,2022-05-02T10:31:00Z
158.422871,2022-05-02T10:32:00Z
158.396022,2022-05-02T10:33:00Z
158.498446,2022-05-02T10:34:00Z
158.554845,2022-05-02T10:35:00Z
158.548089,2022-05-02T10:38:00Z
158.389799,2022-05-02T10:40:00Z
158.228638,2022-05-02T10:43:00Z
158.239113,2022-05-02T10:45:00Z
158.16502,2022-05-02T10:48:00Z
158.086563,2022-05-02T10:49:00Z
158.157827,2022-05-02T10:52:00Z
158.206623,2022-05-02T10:55:00Z
158.220504,2022-05-02T10:56:00Z
158.204683,2022-05-02T10:57:00Z
158.020143,2022-05-02T10:59:00Z
158.031797,2022-05-02T11:00:00Z
158.080916,2022-05-02T11:01:00Z
158.016369,2022-05-02T11:02:00Z
157.884948,2022-05-02T11:04:00Z
157.84707,2022-05-02T11:05:00Z
157.992338,2022-05-02T11:06:00Z
158.002035,2022-05-02T11:07:00Z
158.030963,2022-05-02T11:08:00Z
157.877334,2022-05-02T11:09:00Z
157.754884,2022-05-02T11:10:00Z
157.833188,2022-05-02T11:11:00Z
157.768581,2022-05-02T11:12:00Z
157.703096,2022-05-02T11:13:00Z
157.692987,2022-05-02T11:14:00Z
157.608188,2022-05-02T11:15:00Z
157.522742,2022-05-02T11:16:00Z
157.499737,2022-05-02T11:17:00Z
157.441414,2022-05-02T11:18:00Z
157.494905,2022-05-02T11:19:00Z
157.45221,2022-05-02T11:20:00Z
157.550677,2022-05-02T11:22:00Z
157.626465,2022-05-02T11:23:00Z
157.608541,2022-05-02T11:24:00Z
157.600101,2022-05-02T11:25:00Z
157.627292,2022-05-02T11:26:00Z
157.652425,2022-05-02T11:27:00Z
157.626079,2022-05-02T11:28:00Z
157.55773,2022-05-02T11:29:00Z
157.292685,2022-05-02T11:30:00Z
157.268349,2022-05-02T11:31:00Z
157.206879,2022-05-02T11:32:00Z
157.156966,2022-05-02T11:33:00Z
157.136077,2022-05-02T11:34:00Z
157.144702,2022-05-02T11:35:00Z
157.21618,2022-05-02T11:36:00Z
157.111256,2022-05-02T11:37:00Z
157.037225,2022-05-02T11:38:00Z
157.085243,2022-05-02T11:39:00Z
157.123515,2022-05-02T11:40:00Z
157.02796,2022-05-02T11:41:00Z
157.009671,2022-05-02T11:42:00Z
157.12803,2022-05-02T11:43:00Z
157.087241,2022-05-02T11:44:00Z
157.044038,2022-05-02T11:45:00Z
157.004627,2022-05-02T11:46:00Z
156.864533,2022-05-02T11:47:00Z
156.779707,2022-05-02T11:48:00Z
156.83903,2022-05-02T11:49:00Z
156.94209,2022-05-02T11:50:00Z
156.920539,2022-05-02T11:51:00Z
156.836081,2022-05-02T11:52:00Z
156.811522,2022-05-02T11:53:00Z
156.7564,2022-05-02T11:54:00Z
156.468023,2022-05-02T11:55:00Z
156.285792,2022-05-02T11:56:00Z
156.321114,2022-05-02T11:57:00Z
156.394274,2022-05-02T11:58:00Z
156.338875,2022-05-02T11:59:00Z
156.446027,2022-05-02T12:00:00Z
156.436384,2022-05-02T12:01:00Z
156.424596,2022-05-02T12:02:00Z
156.357585,2022-05-02T12:03:00Z
156.428273,2022-05-02T12:04:00Z
156.649739,2022-05-02T12:05:00Z
156.509252,2022-05-02T12:06:00Z
156.654604,2022-05-02T12:07:00Z
156.765949,2022-05-02T12:08:00Z
156.718598,2022-05-02T12:09:00Z
156.655729,2022-05-02T12:10:00Z
156.510272,2022-05-02T12:11:00Z
156.608208,2022-05-02T12:12:00Z
156.455489,2022-05-02T12:13:00Z
156.412266,2022-05-02T12:14:00Z
156.470877,2022-05-02T12:15:00Z
156.673652,2022-05-02T12:16:00Z
156.713055,2022-05-02T12:17:00Z
156.538794,2022-05-02T12:18:00Z
156.546223,2022-05-02T12:19:00Z
156.733542,2022-05-02T12:20:00Z
156.791388,2022-05-02T12:21:00Z
156.79246,2022-05-02T12:22:00Z
156.727361,2022-05-02T12:23:00Z
156.717675,2022-05-02T12:24:00Z
156.619968,2022-05-02T12:25:00Z
156.504261,2022-05-02T12:26:00Z
156.524212,2022-05-02T12:27:00Z
156.560184,2022-05-02T12:28:00Z
156.556138,2022-05-02T12:29:00Z
156.829568,2022-05-02T12:30:00Z
156.881291,2022-05-02T12:31:00Z
156.812833,2022-05-02T12:32:00Z
156.82753,2022-05-02T12:33:00Z
156.725308,2022-05-02T12:34:00Z
156.623147,2022-05-02T12:35:00Z
156.622178,2022-05-02T12:36:00Z
156.630965,2022-05-02T12:37:00Z
156.49097,2022-05-02T12:38:00Z
156.57928,2022-05-02T12:39:00Z
156.747979,2022-05-02T12:40:00Z
156.699914,2022-05-02T12:41:00Z
156.636416,2022-05-02T12:42:00Z
156.50878,2022-05-02T12:43:00Z
156.621379,2022-05-02T12:44:00Z
156.497266,2022-05-02T12:45:00Z
156.446826,2022-05-02T12:46:00Z
156.355428,2022-05-02T12:47:00Z
156.244082,2022-05-02T12:48:00Z
156.307807,2022-05-02T12:49:00Z
156.218247,2022-05-02T12:50:00Z
156.293526,2022-05-02T12:51:00Z
156.383125,2022-05-02T12:52:00Z
156.556329,2022-05-02T12:53:00Z
156.646687,2022-05-02T12:54:00Z
156.611259,2022-05-02T12:55:00Z
156.378476,2022-05-02T12:56:00Z
156.398641,2022-05-02T12:57:00Z
156.357793,2022-05-02T12:58:00Z
156.437145,2022-05-02T12:59:00Z
156.515251,2022-05-02T13:00:00Z
156.678494,2022-05-02T13:01:00Z
156.642658,2022-05-02T13:02:00Z
156.666977,2022-05-02T13:03:00Z
156.699583,2022-05-02T13:04:00Z
156.81662,2022-05-02T13:05:00Z
156.920319,2022-05-02T13:06:00Z
156.973987,2022-05-02T13:07:00Z
156.990251,2022-05-02T13:08:00Z
156.975211,2022-05-02T13:09:00Z
156.96761,2022-05-02T13:10:00Z
157.159674,2022-05-02T13:11:00Z
157.419672,2022-05-02T13:12:00Z
157.496373,2022-05-02T13:13:00Z
157.347057,2022-05-02T13:14:00Z
157.5755,2022-05-02T13:15:00Z
157.461858,2022-05-02T13:16:00Z
157.356484,2022-05-02T13:17:00Z
157.4341,2022-05-02T13:18:00Z
157.487542,2022-05-02T13:19:00Z
157.465447,2022-05-02T13:20:00Z
157.343547,2022-05-02T13:21:00Z
157.313593,2022-05-02T13:22:00Z
157.317124,2022-05-02T13:23:00Z
157.309602,2022-05-02T13:24:00Z
157.23387,2022-05-02T13:25:00Z
157.26114,2022-05-02T13:26:00Z
156.941961,2022-05-02T13:27:00Z
156.663052,2022-05-02T13:28:00Z
156.690505,2022-05-02T13:29:00Z
156.893341,2022-05-02T13:30:00Z
157.263206,2022-05-02T13:31:00Z
157.556447,2022-05-02T13:32:00Z
157.748793,2022-05-02T13:33:00Z
157.025576,2022-05-02T13:34:00Z
156.627304,2022-05-02T13:35:00Z
156.46926,2022-05-02T13:36:00Z
156.435257,2022-05-02T13:37:00Z
156.171849,2022-05-02T13:38:00Z
155.869937,2022-05-02T13:39:00Z
155.600816,2022-05-02T13:40:00Z
155.807291,2022-05-02T13:41:00Z
156.311172,2022-05-02T13:42:00Z
157.243153,2022-05-02T13:43:00Z
157.560757,2022-05-02T13:44:00Z
157.064501,2022-05-02T13:45:00Z
156.970435,2022-05-02T13:46:00Z
156.985567,2022-05-02T13:47:00Z
157.46917,2022-05-02T13:48:00Z
157.07696,2022-05-02T13:49:00Z
156.64113,2022-05-02T13:50:00Z
156.486714,2022-05-02T13:51:00Z
156.585624,2022-05-02T13:52:00Z
156.652396,2022-05-02T13:53:00Z
156.755474,2022-05-02T13:54:00Z
156.832975,2022-05-02T13:55:00Z
157.110295,2022-05-02T13:56:00Z
157.51405,2022-05-02T13:57:00Z
157.216657,2022-05-02T13:58:00Z
156.951816,2022-05-02T13:59:00Z
156.66246,2022-05-02T14:00:00Z
156.712189,2022-05-02T14:01:00Z
156.68543,2022-05-02T14:02:00Z
156.829305,2022-05-02T14:03:00Z
156.689677,2022-05-02T14:04:00Z
156.568671,2022-05-02T14:05:00Z
156.168859,2022-05-02T14:06:00Z
155.934303,2022-05-02T14:07:00Z
155.979462,2022-05-02T14:08:00Z
155.731988,2022-05-02T14:09:00Z
155.692397,2022-05-02T14:10:00Z
155.873094,2022-05-02T14:11:00Z
155.574702,2022-05-02T14:12:00Z
155.075497,2022-05-02T14:13:00Z
155.092853,2022-05-02T14:14:00Z
155.147708,2022-05-02T14:15:00Z
155.095728,2022-05-02T14:16:00Z
154.986896,2022-05-02T14:17:00Z
154.951734,2022-05-02T14:18:00Z
155.007315,2022-05-02T14:19:00Z
154.895745,2022-05-02T14:20:00Z
154.811875,2022-05-02T14:21:00Z
154.794968,2022-05-02T14:22:00Z
155.006285,2022-05-02T14:23:00Z
155.144866,2022-05-02T14:24:00Z
155.02114,2022-05-02T14:25:00Z
155.599177,2022-05-02T14:26:00Z
155.803786,2022-05-02T14:27:00Z
155.993564,2022-05-02T14:28:00Z
156.433829,2022-05-02T14:29:00Z
156.864892,2022-05-02T14:30:00Z
157.432427,2022-05-02T14:31:00Z
157.296936,2022-05-02T14:32:00Z
157.07557,2022-05-02T14:33:00Z
157.073622,2022-05-02T14:34:00Z
156.885014,2022-05-02T14:35:00Z
156.745309,2022-05-02T14:36:00Z
156.788034,2022-05-02T14:37:00Z
156.787951,2022-05-02T14:38:00Z
156.865072,2022-05-02T14:39:00Z
156.957322,2022-05-02T14:40:00Z
156.953003,2022-05-02T14:41:00Z
157.177299,2022-05-02T14:42:00Z
157.104842,2022-05-02T14:43:00Z
156.671073,2022-05-02T14:44:00Z
156.534061,2022-05-02T14:45:00Z
156.544562,2022-05-02T14:46:00Z
156.366771,2022-05-02T14:47:00Z
156.355064,2022-05-02T14:48:00Z
156.326237,2022-05-02T14:49:00Z
156.281639,2022-05-02T14:50:00Z
156.136072,2022-05-02T14:51:00Z
156.225726,2022-05-02T14:52:00Z
156.447003,2022-05-02T14:53:00Z
156.610263,2022-05-02T14:54:00Z
156.594303,2022-05-02T14:55:00Z
156.889273,2022-05-02T14:56:00Z
156.27488,2022-05-02T14:57:00Z
156.306226,2022-05-02T14:58:00Z
156.281534,2022-05-02T14:59:00Z
156.242246,2022-05-02T15:00:00Z
156.187151,2022-05-02T15:01:00Z
156.227886,2022-05-02T15:02:00Z
155.953933,2022-05-02T15:03:00Z
155.752464,2022-05-02T15:04:00Z
155.772326,2022-05-02T15:05:00Z
156.045671,2022-05-02T15:06:00Z
156.115808,2022-05-02T15:07:00Z
156.011962,2022-05-02T15:08:00Z
155.984106,2022-05-02T15:09:00Z
155.970379,2022-05-02T15:10:00Z
156.010775,2022-05-02T15:11:00Z
156.253686,2022-05-02T15:12:00Z
156.416152,2022-05-02T15:13:00Z
156.438334,2022-05-02T15:14:00Z
156.385224,2022-05-02T15:15:00Z
155.9709,2022-05-02T15:16:00Z
155.659706,2022-05-02T15:17:00Z
155.721698,2022-05-02T15:18:00Z
155.777208,2022-05-02T15:19:00Z
155.684221,2022-05-02T15:20:00Z
155.785779,2022-05-02T15:21:00Z
155.998229,2022-05-02T15:22:00Z
155.94773,2022-05-02T15:23:00Z
155.918599,2022-05-02T15:24:00Z
155.898519,2022-05-02T15:25:00Z
156.099427,2022-05-02T15:26:00Z
155.729111,2022-05-02T15:27:00Z
155.754296,2022-05-02T15:28:00Z
155.750474,2022-05-02T15:29:00Z
155.744118,2022-05-02T15:30:00Z
155.598509,2022-05-02T15:31:00Z
155.612657,2022-05-02T15:32:00Z
155.739043,2022-05-02T15:33:00Z
155.767052,2022-05-02T15:34:00Z
155.64425,2022-05-02T15:35:00Z
155.879569,2022-05-02T15:36:00Z
155.907442,2022-05-02T15:37:00Z
155.783907,2022-05-02T15:38:00Z
155.573936,2022-05-02T15:39:00Z
155.600744,2022-05-02T15:40:00Z
155.588922,2022-05-02T15:41:00Z
155.511439,2022-05-02T15:42:00Z
155.557064,2022-05-02T15:43:00Z
155.412601,2022-05-02T15:44:00Z
155.126113,2022-05-02T15:45:00Z
155.143743,2022-05-02T15:46:00Z
155.228441,2022-05-02T15:47:00Z
155.107324,2022-05-02T15:48:00Z
155.320011,2022-05-02T15:49:00Z
155.405182,2022-05-02T15:50:00Z
155.380939,2022-05-02T15:51:00Z
155.512202,2022-05-02T15:52:00Z
155.499797,2022-05-02T15:53:00Z
155.49524,2022-05-02T15:54:00Z
155.635836,2022-05-02T15:55:00Z
155.64223,2022-05-02T15:56:00Z
155.848328,2022-05-02T15:57:00Z
155.711947,2022-05-02T15:58:00Z
155.763519,2022-05-02T15:59:00Z
155.921513,2022-05-02T16:00:00Z
155.693053,2022-05-02T16:01:00Z
155.570819,2022-05-02T16:02:00Z
155.189825,2022-05-02T16:03:00Z
155.029106,2022-05-02T16:04:00Z
155.115986,2022-05-02T16:05:00Z
155.129026,2022-05-02T16:06:00Z
155.182357,2022-05-02T16:07:00Z
155.240574,2022-05-02T16:08:00Z
155.317395,2022-05-02T16:09:00Z
155.474116,2022-05-02T16:10:00Z
155.571236,2022-05-02T16:11:00Z
155.620991,2022-05-02T16:12:00Z
155.483276,2022-05-02T16:13:00Z
155.530084,2022-05-02T16:14:00Z
155.53591,2022-05-02T16:15:00Z
155.568018,2022-05-02T16:16:00Z
155.557015,2022-05-02T16:17:00Z
155.731773,2022-05-02T16:18:00Z
155.939796,2022-05-02T16:19:00Z
156.288149,2022-05-02T16:20:00Z
156.495563,2022-05-02T16:21:00Z
156.504825,2022-05-02T16:22:00Z
156.492104,2022-05-02T16:23:00Z
156.265519,2022-05-02T16:24:00Z
156.21211,2022-05-02T16:25:00Z
156.175936,2022-05-02T16:26:00Z
155.97634,2022-05-02T16:27:00Z
155.974368,2022-05-02T16:28:00Z
156.028093,2022-05-02T16:29:00Z
156.110908,2022-05-02T16:30:00Z
155.962797,2022-05-02T16:31:00Z
156.060191,2022-05-02T16:32:00Z
156.173198,2022-05-02T16:33:00Z
156.139386,2022-05-02T16:34:00Z
156.103521,2022-05-02T16:35:00Z
155.872025,2022-05-02T16:36:00Z
155.838393,2022-05-02T16:37:00Z
155.885249,2022-05-02T16:38:00Z
155.706486,2022-05-02T16:39:00Z
155.648931,2022-05-02T16:40:00Z
155.544901,2022-05-02T16:41:00Z
155.427205,2022-05-02T16:42:00Z
155.405601,2022-05-02T16:43:00Z
155.456882,2022-05-02T16:44:00Z
155.420442,2022-05-02T16:45:00Z
155.462669,2022-05-02T16:46:00Z
155.482493,2022-05-02T16:47:00Z
155.512284,2022-05-02T16:48:00Z
155.547477,2022-05-02T16:49:00Z
155.483481,2022-05-02T16:50:00Z
155.53511,2022-05-02T16:51:00Z
155.470286,2022-05-02T16:52:00Z
155.343839,2022-05-02T16:53:00Z
155.138568,2022-05-02T16:54:00Z
155.027717,2022-05-02T16:55:00Z
155.244855,2022-05-02T16:56:00Z
155.146112,2022-05-02T16:57:00Z
154.994089,2022-05-02T16:58:00Z
154.954906,2022-05-02T16:59:00Z
155.094148,2022-05-02T17:00:00Z
154.983153,2022-05-02T17:01:00Z
154.992805,2022-05-02T17:02:00Z
154.847515,2022-05-02T17:03:00Z
154.712416,2022-05-02T17:04:00Z
154.791138,2022-05-02T17:05:00Z
154.670002,2022-05-02T17:06:00Z
154.742195,2022-05-02T17:07:00Z
155.115076,2022-05-02T17:08:00Z
155.010837,2022-05-02T17:09:00Z
155.128925,2022-05-02T17:10:00Z
155.21134,2022-05-02T17:11:00Z
